Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane
P41005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	101		0	False
P0DP88	Danio rerio	Metazoa	75		0	True
P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432		0	False
O88844	Mus musculus	Metazoa	414		0	False
A1ZAW0	Drosophila melanogaster	Metazoa	1722		0	False
Q9ASP6	Arabidopsis thaliana	Viridiplantae	495		0	False
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		0	False
Q80WE1	Rattus norvegicus	Metazoa	593		0	False
Q6B9X6	Dictyostelium discoideum	Other	625		0	False
Q9Z2F5	Rattus norvegicus	Metazoa	430		0	False
O60952	Dictyostelium discoideum	Other	199		0	False
P53063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	387		0	False
Q03525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		0	False
P30542	Homo sapiens	Metazoa	326		0	True
P46422	Arabidopsis thaliana	Viridiplantae	212		0	False
Q9CAQ2	Arabidopsis thaliana	Viridiplantae	114		0	False
Q8R400	Mus musculus	Metazoa	80		0	True
P53088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	359		0	False
P70399	Mus musculus	Metazoa	1969		0	False
Q02085	Mus musculus	Metazoa	264		0	False
O04249	Arabidopsis thaliana	Viridiplantae	513		0	True
A0A0N7KIY3	Oryza sativa subsp. japonica	Viridiplantae	352		0	False
Q9NYV6	Homo sapiens	Metazoa	651		0	False
Q9NQZ6	Homo sapiens	Metazoa	224		0	False
Q9Y6H6	Homo sapiens	Metazoa	103		0	True
Q6Z1Z3	Oryza sativa subsp. japonica	Viridiplantae	362		0	False
P54987	Mus musculus	Metazoa	488		0	False
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117		0	False
P97852	Rattus norvegicus	Metazoa	735		0	False
Q9UJQ4	Homo sapiens	Metazoa	1053		0	False
G3XA57	Mus musculus	Metazoa	512		0	False
Q08047	Zea mays	Viridiplantae	799		0	False
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018		0	False
P0C7P0	Homo sapiens	Metazoa	127		0	False
Q9H813	Homo sapiens	Metazoa	350		0	True
Q8WV22	Homo sapiens	Metazoa	266		0	False
P40364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	252		0	False
Q9H0G5	Homo sapiens	Metazoa	558		0	False
Q9V444	Drosophila melanogaster	Metazoa	128		0	False
Q5TAX3	Homo sapiens	Metazoa	1644		0	False
P53628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False
Q99MY0	Mus musculus	Metazoa	378		0	False
P12686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339		0	False
L0R6Q1	Homo sapiens	Metazoa	103		0	True
P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		0	False
Q3E756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		0	False
Q9FNJ9	Arabidopsis thaliana	Viridiplantae	482		0	False
O35658	Mus musculus	Metazoa	278		0	False
P82919	Bos taurus	Metazoa	196		0	False
Q9Y6A4	Homo sapiens	Metazoa	193		0	False
Q8VDW4	Mus musculus	Metazoa	151		0	False
Q10168	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	598		0	False
P40757	Aquarana catesbeiana	Metazoa	484		0	False
Q8ITW8	Caenorhabditis elegans	Metazoa	504		0	False
Q9M394	Arabidopsis thaliana	Viridiplantae	471		0	False
Q8VCF0	Mus musculus	Metazoa	503		0	False
Q9UBD5	Homo sapiens	Metazoa	711		0	False
Q99J99	Mus musculus	Metazoa	297		0	False
B6HQN4	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	268		0	False
Q9Y228	Homo sapiens	Metazoa	551		0	False
Q9UPX6	Homo sapiens	Metazoa	916		0	False
Q9WTJ6	Mus musculus	Metazoa	475		0	False
P49454	Homo sapiens	Metazoa	3114		0	False
O70456	Mus musculus	Metazoa	248		0	False
Q12082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	118		0	False
Q06315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1026		0	False
Q9M2Z2	Arabidopsis thaliana	Viridiplantae	317		0	False
A1Z830	Drosophila melanogaster	Metazoa	485		0	False
O75955	Homo sapiens	Metazoa	427		0	False
O05000	Arabidopsis thaliana	Viridiplantae	499		0	True
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False
P21359	Homo sapiens	Metazoa	2839		0	False
Q8VZV9	Arabidopsis thaliana	Viridiplantae	161		0	False
Q03654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		0	False
Q9LKA0	Arabidopsis thaliana	Viridiplantae	259		0	False
Q24400	Drosophila melanogaster	Metazoa	495		0	False
Q9W6G7	Xenopus laevis	Metazoa	463		0	False
Q8MXU4	Caenorhabditis elegans	Metazoa	107		0	False
Q80TG1	Mus musculus	Metazoa	1036		0	False
P19335	Rattus norvegicus	Metazoa	242		0	False
Q9Y2F5	Homo sapiens	Metazoa	2266		0	False
A0A509AKI1	Plasmodium berghei (strain Anka)	Other	836		0	False
P41977	Caenorhabditis elegans	Metazoa	218		0	False
B2CW77	Homo sapiens	Metazoa	178		0	False
Q8H0V4	Arabidopsis thaliana	Viridiplantae	722		0	False
O82259	Arabidopsis thaliana	Viridiplantae	225		0	False
Q2KID9	Bos taurus	Metazoa	430		0	False
O81242	Arabidopsis thaliana	Viridiplantae	355		0	False
Q9WU70	Rattus norvegicus	Metazoa	1152		0	False
Q9Y4U1	Homo sapiens	Metazoa	282		0	False
Q9FNC9	Arabidopsis thaliana	Viridiplantae	99		0	True
Q4ADV7	Homo sapiens	Metazoa	1423		0	False
P47138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172		0	False
Q6ZPK0	Mus musculus	Metazoa	688		0	False
O14216	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	337		0	False
Q9HB71	Homo sapiens	Metazoa	228		0	False
Q9LFV6	Arabidopsis thaliana	Viridiplantae	1011		0	False
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176		0	False
P82347	Mus musculus	Metazoa	289		0	True
O95630	Homo sapiens	Metazoa	424		0	False
Q6NZ36	Homo sapiens	Metazoa	180		0	False
Q13495	Homo sapiens	Metazoa	774		0	False
Q6P4A7	Homo sapiens	Metazoa	337		0	False
Q24025	Drosophila melanogaster	Metazoa	1038		0	True
Q9NPJ6	Homo sapiens	Metazoa	270		0	False
Q91XT6	Mus musculus	Metazoa	489		0	False
F4IHS2	Arabidopsis thaliana	Viridiplantae	3574		0	False
Q230X8	Tetrahymena thermophila (strain SB210)	Other	423		0	False
Q8TAX9	Homo sapiens	Metazoa	416		0	False
Q8K339	Mus musculus	Metazoa	391		0	False
Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		0	True
Q84LM4	Arabidopsis thaliana	Viridiplantae	764		0	False
Q69Z66	Mus musculus	Metazoa	819		0	False
P19735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		0	False
Q8IY22	Homo sapiens	Metazoa	773		0	False
P36069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False
Q9BW91	Homo sapiens	Metazoa	350		0	False
O48782	Arabidopsis thaliana	Viridiplantae	282		0	False
Q9H8M7	Homo sapiens	Metazoa	445		0	False
Q13216	Homo sapiens	Metazoa	396		0	False
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120		0	False
Q38942	Arabidopsis thaliana	Viridiplantae	349		0	False
Q68FY1	Rattus norvegicus	Metazoa	325		0	False
Q8K4H1	Mus musculus	Metazoa	305		0	False
P43244	Rattus norvegicus	Metazoa	845		0	False
P25443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		0	False
O94829	Homo sapiens	Metazoa	963		0	False
Q9ULV3	Homo sapiens	Metazoa	898		0	False
Q9HAW0	Homo sapiens	Metazoa	419		0	False
O74991	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	577		0	False
O60293	Homo sapiens	Metazoa	1989		0	False
Q9H1I8	Homo sapiens	Metazoa	757		0	False
O14322	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	313		0	False
P32526	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	644		0	False
Q03750	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510		0	False
F4HYD7	Arabidopsis thaliana	Viridiplantae	467		0	False
P17861	Homo sapiens	Metazoa	261		0	False
P11930	Mus musculus	Metazoa	357		0	False
O81098	Arabidopsis thaliana	Viridiplantae	205		0	False
P79943	Xenopus laevis	Metazoa	254		0	False
Q02732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	369		0	False
Q5GH67	Mus musculus	Metazoa	647		0	False
Q03200	Oryza sativa subsp. japonica	Viridiplantae	128		0	False
Q6P0N0	Homo sapiens	Metazoa	1132		0	False
P19517	Oryctolagus cuniculus	Metazoa	524		0	False
Q867X0	Caenorhabditis elegans	Metazoa	781		0	False
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364		0	False
P40356	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397		0	False
Q9MA15	Arabidopsis thaliana	Viridiplantae	711		0	False
Q39261	Arabidopsis thaliana	Viridiplantae	150		0	False
Q9FEN9	Arabidopsis thaliana	Viridiplantae	228		0	False
Q8TDM6	Homo sapiens	Metazoa	1919		0	False
Q39659	Cucumis sativus	Viridiplantae	725		0	False
Q9FGX1	Arabidopsis thaliana	Viridiplantae	608		0	False
Q8NFJ9	Homo sapiens	Metazoa	593		0	False
Q5LJZ2	Drosophila melanogaster	Metazoa	1641		0	False
Q3HNG7	Bos taurus	Metazoa	343		0	False
P46673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744		0	False
Q9NVT9	Homo sapiens	Metazoa	282		0	False
Q32NR9	Xenopus laevis	Metazoa	708		0	False
P09108	Tetronarce californica	Metazoa	412		0	False
Q04172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	456		0	False
P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		0	False
Q76PC4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	562		0	False
P32322	Homo sapiens	Metazoa	319		0	False
P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886		0	False
Q9I7U4	Drosophila melanogaster	Metazoa	18141		0	False
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		0	False
Q64267	Mus musculus	Metazoa	272		0	False
Q925J9	Mus musculus	Metazoa	1575		0	False
Q9EST4	Mus musculus	Metazoa	264		0	False
L7N1X6	Mus musculus	Metazoa	466		0	False
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404		0	False
Q945P0	Nicotiana tabacum	Viridiplantae	209		0	False
Q9UUD1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	900		0	False
P53298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406		0	False
Q06672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	205		0	False
Q5U458	Mus musculus	Metazoa	559		0	False
Q8H1U5	Arabidopsis thaliana	Viridiplantae	865		0	False
P14737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1309		0	False
Q7TQP3	Mus musculus	Metazoa	335		0	True
Q7Z412	Homo sapiens	Metazoa	305		0	False
Q96B42	Homo sapiens	Metazoa	140		0	True
P53859	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		0	False
Q9BYI3	Homo sapiens	Metazoa	521		0	False
Q9HDZ6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	155		0	False
Q9H9D4	Homo sapiens	Metazoa	720		0	False
Q8N371	Homo sapiens	Metazoa	416		0	False
G5EC32	Caenorhabditis elegans	Metazoa	1005		0	False
Q9SEL5	Arabidopsis thaliana	Viridiplantae	222		0	False
Q07418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342		0	False
Q02950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344		0	False
Q24134	Drosophila melanogaster	Metazoa	578		0	False
Q2NL27	Bos taurus	Metazoa	190		0	False
Q9H5J8	Homo sapiens	Metazoa	278		0	False
Q9SM57	Pisum sativum	Viridiplantae	177		0	False
Q08116	Homo sapiens	Metazoa	209		0	False
O94875	Homo sapiens	Metazoa	1100		0	False
Q7SA90	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	453		0	False
Q67UR2	Oryza sativa subsp. japonica	Viridiplantae	419		0	False
Q5H943	Homo sapiens	Metazoa	113		0	True
O13684	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	261		0	False
Q9FJY5	Arabidopsis thaliana	Viridiplantae	524		0	False
P36160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344		0	False
G5EG17	Caenorhabditis elegans	Metazoa	1149		0	False
O48716	Arabidopsis thaliana	Viridiplantae	465		0	False
Q9HC36	Homo sapiens	Metazoa	420		0	False
P21245	Candida boidinii	Fungi	423		0	True
Q15436	Homo sapiens	Metazoa	765		0	False
Q7XR83	Oryza sativa subsp. japonica	Viridiplantae	333		0	False
Q9M9V7	Arabidopsis thaliana	Viridiplantae	587		0	True
O82645	Arabidopsis thaliana	Viridiplantae	488		0	False
P27882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		0	False
O75586	Homo sapiens	Metazoa	246		0	False
Q6PH85	Homo sapiens	Metazoa	259		0	False
P43246	Homo sapiens	Metazoa	934		0	False
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195		0	False
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		0	True
Q3KRB8	Homo sapiens	Metazoa	267		0	False
P13638	Rattus norvegicus	Metazoa	290		0	True
Q8VZD4	Arabidopsis thaliana	Viridiplantae	709		0	False
P47027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	764		0	False
P50105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	388		0	False
Q96D96	Homo sapiens	Metazoa	273		0	False
Q5F1R6	Homo sapiens	Metazoa	531		0	False
Q7YTB0	Bombyx mori	Metazoa	661		0	False
P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237		0	False
Q6P4Q7	Homo sapiens	Metazoa	775		0	False
P78317	Homo sapiens	Metazoa	190		0	False
Q9UUC7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	366		0	False
Q9LEV3	Arabidopsis thaliana	Viridiplantae	206		0	False
Q91XB0	Mus musculus	Metazoa	314		0	False
Q9FJI5	Arabidopsis thaliana	Viridiplantae	515		0	False
Q7YUD6	Plasmodium falciparum	Other	669		0	True
Q04231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False
P0C2X8	Xenopus laevis	Metazoa	363		0	False
Q96EA4	Homo sapiens	Metazoa	605		0	False
P53032	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299		0	False
Q6UWZ7	Homo sapiens	Metazoa	409		0	False
P35194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2493		0	False
Q41062	Pisum sativum	Viridiplantae	1011		0	False
Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597		0	False
P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661		0	True
O13851	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	294		0	False
A2ALU4	Mus musculus	Metazoa	1481		0	False
Q8H443	Oryza sativa subsp. japonica	Viridiplantae	436		0	False
F4JHH5	Arabidopsis thaliana	Viridiplantae	787		0	False
P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565		0	False
P13164	Homo sapiens	Metazoa	125		0	True
Q94K49	Arabidopsis thaliana	Viridiplantae	396		0	False
Q9USV1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		0	False
Q03081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False
Q16533	Homo sapiens	Metazoa	368		0	False
P61218	Homo sapiens	Metazoa	127		0	False
Q7XZF5	Arabidopsis thaliana	Viridiplantae	1841		0	False
P54857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		0	False
P80269	Solanum tuberosum	Viridiplantae	229		0	False
Q9CQY9	Mus musculus	Metazoa	76		0	True
Q6UWU4	Homo sapiens	Metazoa	347		0	True
P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068		0	False
Q873E4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	240		0	False
Q9NPJ1	Homo sapiens	Metazoa	570		0	False
Q197W8	Arabidopsis thaliana	Viridiplantae	473		0	False
O81852	Arabidopsis thaliana	Viridiplantae	916		0	False
O43030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	287		0	False
Q9CQP8	Mus musculus	Metazoa	194		0	False
Q9LMT7	Arabidopsis thaliana	Viridiplantae	478		0	False
A0A7J6KE60	Toxoplasma gondii	Other	652		0	True
P40237	Mus musculus	Metazoa	266		0	True
Q03937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162		0	False
Q9Y3M2	Homo sapiens	Metazoa	126		0	False
Q9Y4K3	Homo sapiens	Metazoa	522		0	False
P25632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	483		0	False
Q91VJ2	Mus musculus	Metazoa	260		0	False
Q9NWZ8	Homo sapiens	Metazoa	242		0	False
P60896	Homo sapiens	Metazoa	70		0	False
F4IUY8	Arabidopsis thaliana	Viridiplantae	1006		0	False
Q8IWL8	Homo sapiens	Metazoa	128		0	False
Q5T200	Homo sapiens	Metazoa	1668		0	False
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473		0	False
P0DPG3	Trypanosoma brucei brucei	Other	75		0	False
Q6X632	Mus musculus	Metazoa	540		0	True
Q9NZ81	Homo sapiens	Metazoa	148		0	False
P35639	Mus musculus	Metazoa	168		0	False
Q7SHB2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	348		0	False
Q63342	Rattus norvegicus	Metazoa	857		0	False
Q9UT18	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	591		0	False
P40007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	231		0	False
Q12208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		0	False
P41933	Caenorhabditis elegans	Metazoa	457		0	False
Q8CJ27	Mus musculus	Metazoa	3122		0	False
V6CLJ5	Caenorhabditis elegans	Metazoa	790		0	False
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865		0	False
P33441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		0	False
Q9H9A7	Homo sapiens	Metazoa	625		0	False
P10749	Mus musculus	Metazoa	269		0	False
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		0	False
Q9Y8G3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596		0	False
V5IM94	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	141		0	False
Q9ES73	Rattus norvegicus	Metazoa	775		0	False
O74544	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314		0	False
Q9NZH6	Homo sapiens	Metazoa	218		0	False
Q5XVF0	Arabidopsis thaliana	Viridiplantae	666		0	False
P53869	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86		0	False
Q9ZWS6	Arabidopsis thaliana	Viridiplantae	186		0	False
P93303	Arabidopsis thaliana	Viridiplantae	158		0	True
P32318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	326		0	False
Q5HZG9	Mus musculus	Metazoa	337		0	False
H2KYS8	Caenorhabditis elegans	Metazoa	1107		0	True
Q6PFQ7	Mus musculus	Metazoa	802		0	False
Q0E7J7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325		0	False
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		0	False
Q7XJM2	Arabidopsis thaliana	Viridiplantae	618		0	False
P42771	Homo sapiens	Metazoa	156		0	False
Q07279	Mus musculus	Metazoa	373		0	False
O43805	Homo sapiens	Metazoa	119		0	False
Q80SY4	Mus musculus	Metazoa	1006		0	False
O54693	Mus musculus	Metazoa	391		0	True
O94538	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649		0	False
Q80ZI2	Mus musculus	Metazoa	223		0	False
Q3SXM5	Homo sapiens	Metazoa	330		0	False
P27469	Homo sapiens	Metazoa	103		0	False
Q58DQ5	Bos taurus	Metazoa	396		0	False
Q0WQ41	Arabidopsis thaliana	Viridiplantae	594		0	False
Q15678	Homo sapiens	Metazoa	1187		0	False
Q949T8	Arabidopsis thaliana	Viridiplantae	497		0	False
P25642	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		0	False
Q96DE5	Homo sapiens	Metazoa	110		0	False
Q9CX80	Mus musculus	Metazoa	190		0	False
Q8CGU4	Rattus norvegicus	Metazoa	1186		0	False
Q22197	Caenorhabditis elegans	Metazoa	184		0	False
A4IFH6	Bos taurus	Metazoa	52		0	True
P38140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529		0	False
Q9WTW8	Rattus norvegicus	Metazoa	647		0	False
Q9LVM5	Arabidopsis thaliana	Viridiplantae	324		0	False
B7WN96	Caenorhabditis elegans	Metazoa	317		0	False
Q08913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375		0	True
Q9M7J4	Nicotiana tabacum	Viridiplantae	722		0	False
Q91W39	Mus musculus	Metazoa	579		0	False
P40344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		0	False
Q9BZF1	Homo sapiens	Metazoa	889		0	False
Q9LLC6	Chlamydomonas reinhardtii	Viridiplantae	198		0	False
Q03071	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99		0	False
Q9DCX2	Mus musculus	Metazoa	161		0	False
Q7SCZ3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	218		0	False
A0A455ZAR2	Homo sapiens	Metazoa	87		0	False
G5EGQ6	Caenorhabditis elegans	Metazoa	2684		0	False
Q7Z3D4	Homo sapiens	Metazoa	306		0	False
Q93VR9	Arabidopsis thaliana	Viridiplantae	326		0	False
D3ZAW2	Rattus norvegicus	Metazoa	406		0	True
Q6PR54	Mus musculus	Metazoa	2419		0	False
O95838	Homo sapiens	Metazoa	553		0	False
Q86YI8	Homo sapiens	Metazoa	300		0	False
Q5T3J3	Homo sapiens	Metazoa	769		0	False
Q8N635	Homo sapiens	Metazoa	442		0	False
A1YKT1	Arabidopsis thaliana	Viridiplantae	433		0	False
P0CG48	Homo sapiens	Metazoa	685		0	False
Q9P0N8	Homo sapiens	Metazoa	246		0	False
P20398	Xenopus laevis	Metazoa	591		0	False
P53170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		0	False
Q15326	Homo sapiens	Metazoa	602		0	False
Q6SKR2	Mus musculus	Metazoa	214		0	False
P04039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		0	True
Q9NS23	Homo sapiens	Metazoa	344		0	False
P40033	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		0	False
Q9NPI8	Homo sapiens	Metazoa	374		0	False
Q22002	Caenorhabditis elegans	Metazoa	582		0	False
G5EGE9	Caenorhabditis elegans	Metazoa	1263		0	False
Q8WV93	Homo sapiens	Metazoa	481		0	False
P21138	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	233		0	False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117		0	False
Q9LW57	Arabidopsis thaliana	Viridiplantae	284		0	False
Q7Z410	Homo sapiens	Metazoa	1059		0	True
Q969K3	Homo sapiens	Metazoa	372		0	False
Q961D9	Drosophila melanogaster	Metazoa	1469		0	False
P14712	Arabidopsis thaliana	Viridiplantae	1122		0	False
Q04305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513		0	False
Q9TYT3	Caenorhabditis elegans	Metazoa	316		0	False
O74500	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736		0	False
Q8K3Y6	Rattus norvegicus	Metazoa	776		0	False
Q9XVS8	Caenorhabditis elegans	Metazoa	405		0	False
Q09924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467		0	False
F4K2A1	Arabidopsis thaliana	Viridiplantae	571		0	False
O13725	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	242		0	False
A8CVF3	Avicennia marina	Viridiplantae	195		0	False
Q15477	Homo sapiens	Metazoa	1246		0	False
Q9URT8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	111		0	False
O22210	Arabidopsis thaliana	Viridiplantae	248		0	False
Q8NBF2	Homo sapiens	Metazoa	726		0	False
P39995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279		0	False
F4IV16	Arabidopsis thaliana	Viridiplantae	267		0	False
Q8TD19	Homo sapiens	Metazoa	979		0	False
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	False
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False
Q9HCU9	Homo sapiens	Metazoa	246		0	False
Q9C8R8	Arabidopsis thaliana	Viridiplantae	711		0	False
Q8S1D9	Oryza sativa subsp. japonica	Viridiplantae	435		0	False
Q99NF2	Mus musculus	Metazoa	532		0	False
Q03018	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1630		0	False
Q06668	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		0	False
Q4PIR3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250		0	False
P22194	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	332		0	False
Q9VFX3	Drosophila melanogaster	Metazoa	137		0	True
Q9SRP6	Arabidopsis thaliana	Viridiplantae	194		0	False
Q43092	Pisum sativum	Viridiplantae	603		0	False
Q6P5E8	Mus musculus	Metazoa	934		0	False
P28715	Homo sapiens	Metazoa	1186		0	False
F4JXF1	Arabidopsis thaliana	Viridiplantae	581		0	False
O60729	Homo sapiens	Metazoa	498		0	False
Q5VRD7	Oryza sativa subsp. japonica	Viridiplantae	53		0	True
Q8C8M1	Mus musculus	Metazoa	221		0	False
P30997	Gallus gallus	Metazoa	906		0	False
